country_code,year,week,rate_14_day
HU,2022,13,296.2634985411306
HU,2022,14,289.8541749879503
HU,2022,15,263.98981939331264
HU,2022,16,223.0774867607733
HU,2022,17,195.96429356559648
HU,2022,18,161.70898781196428
HU,2022,19,118.66021399503148
HU,2022,20,80.80288904645573
HU,2022,21,53.08075850886726
HU,2022,22,38.280484796692335
HU,2022,23,33.87342979313676
HU,2022,24,37.12453594330071
HU,2022,25,51.63582244212773
HU,2022,26,79.52308853020071
HU,2022,27,131.0660222251809
HU,2022,28,188.78089711951995
HU,2022,29,254.4842042685476
HU,2022,30,374.0526637912439
HU,2022,31,411.9925565150619
HU,2022,32,354.2880025926281
HU,2022,33,319.8572403166061
HU,2022,34,277.62382328019066
HU,2022,35,231.77806607692636
HU,2022,36,226.00864278187348
HU,2022,37,246.7228333957752
HU,2022,38,244.59671318328705
HU,2022,39,259.64469022118874
HU,2022,40,272.48397927136
HU,2022,41,253.72045234755663
HU,2022,42,216.43078085377144
HU,2022,43,170.4818139314543
HU,2022,44,124.37803243055792
HU,2022,45,92.75457451277272
HU,2022,46,88.0275693801534
HU,2022,47,86.25236221244482
HU,2022,48,92.50687118704596
HU,2022,49,102.14665894657968
HU,2022,50,106.95623185444128
HU,2022,51,98.7407382178365
HU,2022,52,75.52887240285644
HU,2023,1,46.6198300961605
HU,2023,2,25.41023283080521
HU,2023,3,15.409211054586589
HU,2023,4,12.880572937792406
HU,2023,5,14.924125375038315
HU,2023,6,17.081208503242333
HU,2023,7,17.514689323264193
HU,2023,8,18.82545275523505
HU,2023,9,18.938983446193163
HU,2023,10,19.54792078860482
HU,2023,11,17.101850447052897
HU,2023,12,13.685608746404432
HU,2023,13,13.448226392582937
HU,2023,14,10.991835079125732
HU,2023,15,10.062947607650315
HU,2023,16,11.80719185964304
HU,2023,17,11.198254517231378
HU,2023,18,8.504480849952678
HU,2023,19,6.884088260823345
HU,2023,20,5.542361913136636
HU,2023,21,4.087104874491821
HU,2023,22,2.8279463020473714
HU,2023,23,2.0125895215300638
HU,2023,24,1.4346150948342504
HU,2023,25,0.9185664995701316
HU,2023,26,0.7327890052750488
HU,2023,27,0.5263695671694012
HU,2023,28,0.6399002581275074
HU,2023,29,0.6915051176539192
HU,2023,30,0.5470115109799659
HU,2023,31,0.6915051176539192
HU,2023,32,1.3004424600655795
HU,2023,33,2.1467621562987342
HU,2023,34,3.3027110096903605
HU,2023,35,5.42883122217853
HU,2023,36,7.503346575140288
HU,2023,37,12.715437387307889
HU,2023,38,18.81513178332977
HU,2023,39,19.17636580001465
HU,2023,40,17.11217141895818
HU,2023,41,18.268120272349808
HU,2023,42,20.6729067262806
HU,2023,43,22.561644584947278
HU,2023,44,21.034140742965484
HU,2023,45,19.17636580001465
HU,2023,46,22.70613819162123
HU,2023,47,29.83792977817135
IE,2020,7,0.0
IE,2020,8,0.0
IE,2020,9,0.0
IE,2020,10,0.3557309440862102
IE,2020,11,3.359681138591985
IE,2020,12,18.438720601801897
IE,2020,13,48.81419066071884
IE,2020,14,90.39518545835142
IE,2020,15,150.4346636880129
IE,2020,16,191.65992754155928
IE,2020,17,175.3160669438206
IE,2020,18,123.30029778632586
IE,2020,19,74.92088939060127
IE,2020,20,50.909050664782086
IE,2020,21,31.719342514353745
IE,2020,22,18.320143620439826
IE,2020,23,12.094852098931147
IE,2020,24,5.632406614698328
IE,2020,25,3.952566045402336
IE,2020,26,3.201578496775892
IE,2020,27,3.023713024732787
IE,2020,28,4.071143026764406
IE,2020,29,5.2964385008391295
IE,2020,30,5.05928453811499
IE,2020,31,8.71540813011215
IE,2020,32,17.21342512772717
IE,2020,33,21.620536268350776
IE,2020,34,26.60076948555772
IE,2020,35,29.7825851521066
IE,2020,36,32.84582383729341
IE,2020,37,46.75885631710963
IE,2020,38,65.86951314662993
IE,2020,39,82.68768166981687
IE,2020,40,107.13430266063033
IE,2020,41,156.50185256770547
IE,2020,42,243.9721391524592
IE,2020,43,288.31993018187336
IE,2020,44,230.29626063536708
IE,2020,45,150.03940708347267
IE,2020,46,112.80623493578264
IE,2020,47,101.73905000865612
IE,2020,48,83.55724619980538
IE,2020,49,75.37543448582254
IE,2020,50,78.04341656646912
IE,2020,51,114.88133210961888
IE,2020,52,206.7389670047692
IE,2020,53,547.2130061557264
IE,2021,1,1293.4970011881414
IE,2021,2,1318.694609727581
IE,2021,3,719.189154791182
IE,2021,4,447.9640727556737
IE,2021,5,306.58078531163216
IE,2021,6,255.33576653299087
IE,2021,7,225.3357902483872
IE,2021,8,196.304192644907
IE,2021,9,156.58090388861353
IE,2021,10,139.2884274399783
IE,2021,11,147.29237368191804
IE,2021,12,153.71529350569682
IE,2021,13,145.96826405670825
IE,2021,14,123.75484288154712
IE,2021,15,108.00386719061882
IE,2021,16,113.53745965418209
IE,2021,17,126.00780552742646
IE,2021,18,121.26472627294366
IE,2021,19,117.05524343459015
IE,2021,20,115.7706594698344
IE,2021,21,111.679753612843
IE,2021,22,109.74299625059584
IE,2021,23,95.31613018487732
IE,2021,24,81.14618091210995
IE,2021,25,85.6125805434146
IE,2021,26,105.79043020519352
IE,2021,27,132.70740497438342
IE,2021,28,206.8970696465853
IE,2021,29,304.70331644006603
IE,2021,30,349.66375520651764
IE,2021,31,381.71906583473054
IE,2021,32,424.9206127109781
IE,2021,33,474.0114829948751
IE,2021,34,469.3672178915273
IE,2021,35,423.65579157644936
IE,2021,36,395.1775532193256
IE,2021,37,367.1143342969689
IE,2021,38,359.38706767820736
IE,2021,39,355.65189276530214
IE,2021,40,371.22500298418737
IE,2021,41,438.55696556761615
IE,2021,42,537.8058989676688
IE,2021,43,627.4303340471668
IE,2021,44,841.7977535195624
IE,2021,45,1078.200728695076
IE,2021,46,1191.9160538213014
IE,2021,47,1234.5247157907386
IE,2021,48,1270.829034917759
IE,2021,49,1291.8369234490724
IE,2021,50,1305.0977825313971
IE,2021,51,1454.3466764057894
IE,2021,52,2380.887445938778
IE,2022,1,3487.1909192166645
IE,2022,2,3693.732257919164
IE,2022,3,3830.25388912736
IE,2022,4,4420.885833291832
IE,2022,5,3166.9737810483944
IE,2022,6,1460.374339625028
IE,2022,7,1301.263793467357
IE,2022,8,1078.161203034622
IE,2022,9,906.7384136455228
IE,2022,10,1056.5011411058174
IE,2022,11,1337.4692984432425
IE,2022,12,1764.4847711582836
IE,2022,13,1666.7180500252568
IE,2022,14,990.2166085244202
IE,2022,15,599.8216602200314
IE,2022,16,390.1182686812105
IE,2022,17,278.45827789859453
IE,2022,18,229.9800553517349
IE,2022,19,197.924744723522
IE,2022,20,167.8654799482372
IE,2022,21,157.35165426746698
IE,2022,22,178.95242770559074
IE,2022,23,237.11443706368613
IE,2022,24,343.0234442502417
IE,2022,25,460.236790326648
IE,2022,26,536.422500851778
IE,2022,27,564.1695144905024
IE,2022,28,515.5924777925077
IE,2022,29,348.9720561485722
IE,2022,30,197.1539943446685
IE,2022,31,140.03941498860476
IE,2022,32,113.7350879564522
IE,2022,33,94.743008108294
IE,2022,34,73.67583108629954
IE,2022,35,74.84183806969322
IE,2022,36,71.16595164746906
IE,2022,37,63.43868502870749
IE,2022,38,68.08295013205523
IE,2022,39,79.94064826826224
IE,2022,40,84.18965676706975
IE,2022,41,84.9604071459232
IE,2022,42,87.96435734042898
IE,2022,43,78.39914751055532
IE,2022,44,65.53354503277073
